Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000006157,Brazil,339510.22168051073,Stocks Transfer,2013-09-14 12:00:00,Person_4014,Casinos,Brazil,False,Legal,7,3,Bank_464,Singapore
TX0000006158,Switzerland,4309705.98018959,Cryptocurrency,2013-09-14 13:00:00,Person_8542,Real Estate,Brazil,False,Illegal,1,6,Bank_486,Singapore
TX0000006159,UK,1782650.89437208,Property Purchase,2013-09-14 14:00:00,Person_9956,Casinos,Russia,False,Illegal,9,3,Bank_59,Bahamas
TX0000006160,South Africa,876890.571510106,Cryptocurrency,2013-09-14 15:00:00,Person_4557,Finance,Switzerland,True,Illegal,1,8,Bank_118,Singapore
TX0000006161,Brazil,3838912.4956426765,Cash Withdrawal,2013-09-14 16:00:00,Person_9828,Finance,India,False,Legal,2,1,Bank_457,Luxembourg
TX0000006162,India,265883.98177400226,Property Purchase,2013-09-14 17:00:00,Person_8844,Construction,Switzerland,False,Legal,10,1,Bank_413,Luxembourg
TX0000006163,UK,3856211.351746032,Stocks Transfer,2013-09-14 18:00:00,Person_798,Arms Trade,Singapore,False,Legal,5,8,Bank_255,Singapore
TX0000006164,UAE,3434691.9164672876,Property Purchase,2013-09-14 19:00:00,Person_5265,Real Estate,India,False,Illegal,4,9,Bank_2,Singapore
TX0000006165,USA,469230.50665077375,Offshore Transfer,2013-09-14 20:00:00,Person_5415,Luxury Goods,UK,False,Illegal,6,0,Bank_322,Cayman Islands
TX0000006166,UK,1254181.7075860898,Cash Withdrawal,2013-09-14 21:00:00,Person_377,Luxury Goods,Switzerland,False,Illegal,3,9,Bank_458,Luxembourg
TX0000006167,Russia,2967954.920419625,Property Purchase,2013-09-14 22:00:00,Person_2176,Casinos,UK,False,Legal,9,6,Bank_259,Luxembourg
TX0000006168,UK,1006100.856176114,Stocks Transfer,2013-09-14 23:00:00,Person_2595,Real Estate,Singapore,False,Legal,9,0,Bank_201,Cayman Islands
TX0000006169,Brazil,2905353.7884486564,Cash Withdrawal,2013-09-15 00:00:00,Person_4044,Luxury Goods,China,False,Legal,3,6,Bank_229,Bahamas
TX0000006170,Switzerland,3864367.187467778,Stocks Transfer,2013-09-15 01:00:00,Person_8355,Arms Trade,India,False,Legal,10,7,Bank_86,Switzerland
TX0000006171,UK,1493666.9843831563,Stocks Transfer,2013-09-15 02:00:00,Person_7834,Casinos,Brazil,False,Illegal,3,6,Bank_489,Luxembourg
TX0000006172,UK,1023569.3400372196,Offshore Transfer,2013-09-15 03:00:00,Person_5970,Oil & Gas,UAE,True,Illegal,9,8,Bank_97,Switzerland
TX0000006173,India,3767706.236241912,Cash Withdrawal,2013-09-15 04:00:00,Person_8391,Casinos,China,False,Illegal,4,0,Bank_263,Panama
TX0000006174,India,291926.2166984146,Stocks Transfer,2013-09-15 05:00:00,Person_4725,Oil & Gas,India,False,Illegal,5,4,Bank_120,Bahamas
TX0000006175,Russia,2307163.0255280356,Stocks Transfer,2013-09-15 06:00:00,Person_525,Construction,Singapore,False,Illegal,3,6,Bank_300,Bahamas
TX0000006176,South Africa,1047268.371031013,Offshore Transfer,2013-09-15 07:00:00,Person_4839,Arms Trade,USA,False,Illegal,4,6,Bank_79,Singapore
TX0000006177,India,3919940.5725420658,Offshore Transfer,2013-09-15 08:00:00,Person_2920,Construction,Singapore,False,Illegal,6,5,Bank_210,Panama
TX0000006178,UK,4838973.84134334,Offshore Transfer,2013-09-15 09:00:00,Person_7019,Real Estate,Brazil,False,Illegal,2,1,Bank_121,Bahamas
TX0000006179,USA,1919646.0313818005,Cash Withdrawal,2013-09-15 10:00:00,Person_3567,Luxury Goods,South Africa,False,Legal,6,3,Bank_116,Bahamas
TX0000006180,Switzerland,3094426.8427171777,Offshore Transfer,2013-09-15 11:00:00,Person_2498,Finance,Russia,False,Legal,2,2,Bank_91,Cayman Islands
TX0000006181,India,4364080.643734118,Stocks Transfer,2013-09-15 12:00:00,Person_75,Oil & Gas,USA,True,Illegal,1,7,Bank_287,Panama
TX0000006182,India,1944125.5877475082,Cash Withdrawal,2013-09-15 13:00:00,Person_3511,Finance,UAE,False,Legal,9,5,Bank_225,Luxembourg
TX0000006183,USA,3904901.143775424,Offshore Transfer,2013-09-15 14:00:00,Person_6888,Finance,UAE,False,Illegal,3,5,Bank_443,Cayman Islands
TX0000006184,South Africa,4046493.961874118,Property Purchase,2013-09-15 15:00:00,Person_2793,Casinos,Russia,False,Illegal,10,4,Bank_195,Luxembourg
TX0000006185,UK,719606.6877330284,Stocks Transfer,2013-09-15 16:00:00,Person_1512,Construction,USA,False,Illegal,4,3,Bank_207,Singapore
TX0000006186,UAE,508836.49680601957,Cash Withdrawal,2013-09-15 17:00:00,Person_1233,Real Estate,UK,True,Illegal,4,3,Bank_240,Singapore
TX0000006187,UAE,3623438.8627818027,Cryptocurrency,2013-09-15 18:00:00,Person_3409,Finance,USA,False,Illegal,2,8,Bank_390,Singapore
TX0000006188,Switzerland,230554.97019762735,Stocks Transfer,2013-09-15 19:00:00,Person_662,Casinos,Switzerland,False,Illegal,10,4,Bank_484,Cayman Islands
TX0000006189,China,2205833.133476869,Property Purchase,2013-09-15 20:00:00,Person_2344,Luxury Goods,Brazil,False,Legal,8,9,Bank_7,Singapore
TX0000006190,Switzerland,2967339.1526014223,Property Purchase,2013-09-15 21:00:00,Person_9831,Casinos,UK,False,Illegal,10,8,Bank_472,Panama
TX0000006191,South Africa,2512213.0012882864,Stocks Transfer,2013-09-15 22:00:00,Person_2007,Construction,India,False,Legal,3,6,Bank_319,Switzerland
TX0000006192,South Africa,3820646.228232128,Cryptocurrency,2013-09-15 23:00:00,Person_283,Oil & Gas,UAE,False,Legal,8,0,Bank_436,Panama
TX0000006193,USA,178292.70614339583,Stocks Transfer,2013-09-16 00:00:00,Person_8429,Casinos,India,False,Illegal,1,7,Bank_24,Luxembourg
TX0000006194,South Africa,2530556.6854646527,Property Purchase,2013-09-16 01:00:00,Person_3898,Real Estate,USA,False,Legal,9,3,Bank_134,Panama
TX0000006195,Singapore,1312032.2820132491,Stocks Transfer,2013-09-16 02:00:00,Person_5833,Luxury Goods,UK,False,Illegal,7,6,Bank_216,Switzerland
TX0000006196,South Africa,2685057.003305041,Cash Withdrawal,2013-09-16 03:00:00,Person_380,Casinos,India,True,Illegal,7,0,Bank_348,Singapore
TX0000006197,USA,2170666.0128749027,Cash Withdrawal,2013-09-16 04:00:00,Person_6641,Arms Trade,UK,False,Illegal,3,6,Bank_287,Switzerland
TX0000006198,UAE,3107916.1331166727,Cash Withdrawal,2013-09-16 05:00:00,Person_4780,Arms Trade,UK,False,Illegal,2,3,Bank_44,Singapore
TX0000006199,India,263664.34433098714,Stocks Transfer,2013-09-16 06:00:00,Person_8250,Oil & Gas,South Africa,True,Illegal,4,3,Bank_438,Panama
TX0000006200,Singapore,400799.6586591291,Cryptocurrency,2013-09-16 07:00:00,Person_5419,Real Estate,Brazil,False,Illegal,7,3,Bank_463,Switzerland
TX0000006201,UK,88409.72913841731,Cash Withdrawal,2013-09-16 08:00:00,Person_6337,Casinos,India,True,Illegal,5,0,Bank_361,Luxembourg
TX0000006202,China,2970086.5869336673,Offshore Transfer,2013-09-16 09:00:00,Person_8203,Real Estate,UAE,False,Illegal,8,9,Bank_239,Bahamas
TX0000006203,Brazil,2075480.114608083,Offshore Transfer,2013-09-16 10:00:00,Person_3804,Luxury Goods,UAE,False,Illegal,8,2,Bank_93,Panama
TX0000006204,USA,200704.74871877886,Cash Withdrawal,2013-09-16 11:00:00,Person_2668,Finance,Russia,True,Legal,8,7,Bank_425,Singapore
TX0000006205,Brazil,3402233.0448662085,Property Purchase,2013-09-16 12:00:00,Person_4566,Construction,Singapore,False,Illegal,6,7,Bank_26,Singapore
TX0000006206,South Africa,1768119.9336407539,Cryptocurrency,2013-09-16 13:00:00,Person_4386,Arms Trade,USA,False,Illegal,9,4,Bank_174,Cayman Islands
TX0000006207,Brazil,3811523.5142307254,Cryptocurrency,2013-09-16 14:00:00,Person_2294,Casinos,South Africa,False,Illegal,3,0,Bank_381,Luxembourg
TX0000006208,Brazil,4113428.0355786374,Cash Withdrawal,2013-09-16 15:00:00,Person_9770,Arms Trade,Singapore,False,Illegal,10,4,Bank_137,Bahamas
TX0000006209,Singapore,4720853.818666513,Cryptocurrency,2013-09-16 16:00:00,Person_5505,Finance,UAE,False,Legal,9,6,Bank_212,Switzerland
TX0000006210,UAE,3305965.376048028,Stocks Transfer,2013-09-16 17:00:00,Person_1999,Construction,USA,False,Illegal,10,4,Bank_295,Switzerland
TX0000006211,USA,3267093.31751865,Offshore Transfer,2013-09-16 18:00:00,Person_1038,Arms Trade,India,False,Legal,7,2,Bank_223,Panama
TX0000006212,UK,375357.7737944654,Cryptocurrency,2013-09-16 19:00:00,Person_3262,Finance,UK,True,Illegal,3,6,Bank_216,Switzerland
TX0000006213,Brazil,3629015.8861374045,Cryptocurrency,2013-09-16 20:00:00,Person_5209,Finance,Singapore,False,Illegal,6,4,Bank_117,Panama
TX0000006214,Singapore,1249939.511167772,Cash Withdrawal,2013-09-16 21:00:00,Person_6053,Luxury Goods,South Africa,False,Illegal,4,1,Bank_284,Switzerland
TX0000006215,Brazil,1604336.9976604714,Stocks Transfer,2013-09-16 22:00:00,Person_678,Construction,UK,False,Illegal,9,3,Bank_177,Cayman Islands
TX0000006216,Brazil,3147727.677221012,Cash Withdrawal,2013-09-16 23:00:00,Person_899,Arms Trade,China,False,Illegal,5,4,Bank_410,Panama
TX0000006217,UK,787851.0200562305,Offshore Transfer,2013-09-17 00:00:00,Person_8896,Oil & Gas,China,False,Legal,6,0,Bank_200,Switzerland
TX0000006218,South Africa,1379089.6994772078,Stocks Transfer,2013-09-17 01:00:00,Person_8608,Luxury Goods,USA,False,Illegal,8,8,Bank_153,Luxembourg
TX0000006219,UK,4934462.137991594,Cryptocurrency,2013-09-17 02:00:00,Person_6343,Finance,India,False,Illegal,9,5,Bank_28,Luxembourg
TX0000006220,China,2975133.2734136074,Cryptocurrency,2013-09-17 03:00:00,Person_4170,Oil & Gas,Switzerland,False,Illegal,9,5,Bank_228,Bahamas
TX0000006221,India,4182734.4448716687,Property Purchase,2013-09-17 04:00:00,Person_6211,Arms Trade,UK,False,Illegal,3,3,Bank_486,Switzerland
TX0000006222,UAE,3794100.95003119,Offshore Transfer,2013-09-17 05:00:00,Person_4126,Luxury Goods,UAE,True,Illegal,4,4,Bank_456,Cayman Islands
TX0000006223,Switzerland,688217.1368244732,Stocks Transfer,2013-09-17 06:00:00,Person_8094,Casinos,India,False,Illegal,3,9,Bank_276,Singapore
TX0000006224,UAE,3944082.329000621,Property Purchase,2013-09-17 07:00:00,Person_816,Casinos,Brazil,False,Legal,4,6,Bank_145,Bahamas
TX0000006225,Brazil,4610573.525575365,Cryptocurrency,2013-09-17 08:00:00,Person_7372,Construction,Singapore,False,Illegal,3,0,Bank_341,Singapore
TX0000006226,India,2431371.4537078827,Cash Withdrawal,2013-09-17 09:00:00,Person_7475,Oil & Gas,China,True,Illegal,3,5,Bank_29,Cayman Islands
TX0000006227,UAE,3503092.3026070157,Cash Withdrawal,2013-09-17 10:00:00,Person_9624,Casinos,Russia,False,Illegal,10,2,Bank_165,Switzerland
TX0000006228,Singapore,4906475.920397707,Offshore Transfer,2013-09-17 11:00:00,Person_368,Oil & Gas,UAE,False,Legal,9,8,Bank_315,Luxembourg
TX0000006229,UAE,447761.8786955923,Offshore Transfer,2013-09-17 12:00:00,Person_2731,Real Estate,South Africa,False,Legal,10,0,Bank_154,Luxembourg
TX0000006230,South Africa,1736523.4944813065,Stocks Transfer,2013-09-17 13:00:00,Person_1711,Luxury Goods,India,False,Legal,7,2,Bank_479,Singapore
TX0000006231,Singapore,4895529.921615945,Stocks Transfer,2013-09-17 14:00:00,Person_6357,Luxury Goods,China,False,Legal,7,9,Bank_447,Switzerland
TX0000006232,USA,3943720.864243725,Offshore Transfer,2013-09-17 15:00:00,Person_6587,Arms Trade,UAE,False,Illegal,6,8,Bank_122,Panama
TX0000006233,Brazil,4821329.493718957,Cryptocurrency,2013-09-17 16:00:00,Person_4727,Real Estate,South Africa,False,Illegal,2,1,Bank_442,Luxembourg
TX0000006234,South Africa,4157253.713032861,Offshore Transfer,2013-09-17 17:00:00,Person_6145,Construction,Russia,False,Illegal,3,1,Bank_118,Luxembourg
TX0000006235,Switzerland,409771.9700942849,Offshore Transfer,2013-09-17 18:00:00,Person_3475,Casinos,Brazil,False,Legal,8,7,Bank_292,Singapore
TX0000006236,China,1984642.1264864078,Stocks Transfer,2013-09-17 19:00:00,Person_7031,Casinos,India,True,Illegal,9,0,Bank_487,Switzerland
TX0000006237,UK,4862234.102057517,Offshore Transfer,2013-09-17 20:00:00,Person_3109,Oil & Gas,South Africa,False,Illegal,5,4,Bank_258,Cayman Islands
TX0000006238,Brazil,4322481.458569792,Property Purchase,2013-09-17 21:00:00,Person_2098,Real Estate,UAE,False,Illegal,3,7,Bank_230,Cayman Islands
TX0000006239,UAE,1790680.5567739618,Cash Withdrawal,2013-09-17 22:00:00,Person_7895,Finance,China,False,Illegal,6,4,Bank_232,Bahamas
TX0000006240,China,1535344.3844303791,Cryptocurrency,2013-09-17 23:00:00,Person_1266,Real Estate,Russia,False,Illegal,9,5,Bank_359,Cayman Islands
TX0000006241,Singapore,1755331.094029463,Property Purchase,2013-09-18 00:00:00,Person_2191,Luxury Goods,South Africa,True,Illegal,3,4,Bank_201,Singapore
TX0000006242,Russia,1775165.9056213622,Stocks Transfer,2013-09-18 01:00:00,Person_8188,Oil & Gas,UAE,False,Illegal,4,9,Bank_153,Bahamas
TX0000006243,Switzerland,3103098.750669649,Stocks Transfer,2013-09-18 02:00:00,Person_4306,Real Estate,Singapore,False,Illegal,4,4,Bank_281,Switzerland
TX0000006244,China,2693052.102432837,Cash Withdrawal,2013-09-18 03:00:00,Person_7179,Arms Trade,China,False,Illegal,6,6,Bank_300,Panama
TX0000006245,Singapore,1259836.2573063932,Cash Withdrawal,2013-09-18 04:00:00,Person_2044,Construction,China,False,Illegal,4,6,Bank_38,Switzerland
TX0000006246,India,4026601.619370073,Cryptocurrency,2013-09-18 05:00:00,Person_5669,Real Estate,China,False,Illegal,6,6,Bank_229,Cayman Islands
TX0000006247,USA,2746197.6064080694,Property Purchase,2013-09-18 06:00:00,Person_7290,Luxury Goods,Russia,False,Illegal,5,1,Bank_312,Cayman Islands
TX0000006248,China,4192860.8689185185,Cash Withdrawal,2013-09-18 07:00:00,Person_2633,Finance,Singapore,True,Legal,3,6,Bank_111,Switzerland
TX0000006249,Brazil,2464852.719663296,Property Purchase,2013-09-18 08:00:00,Person_3238,Real Estate,China,False,Illegal,10,2,Bank_240,Switzerland
TX0000006250,UAE,3719041.0696114637,Cash Withdrawal,2013-09-18 09:00:00,Person_1521,Casinos,Switzerland,False,Illegal,9,2,Bank_433,Panama
TX0000006251,India,1584934.236921084,Cryptocurrency,2013-09-18 10:00:00,Person_853,Luxury Goods,UK,True,Illegal,2,1,Bank_182,Bahamas
TX0000006252,Switzerland,2963747.7522868984,Cash Withdrawal,2013-09-18 11:00:00,Person_6518,Arms Trade,India,False,Illegal,8,0,Bank_338,Switzerland
TX0000006253,Singapore,2270918.122876275,Property Purchase,2013-09-18 12:00:00,Person_3371,Oil & Gas,USA,True,Illegal,5,0,Bank_132,Cayman Islands
TX0000006254,China,4072938.4586588917,Stocks Transfer,2013-09-18 13:00:00,Person_8308,Luxury Goods,Singapore,False,Illegal,4,9,Bank_232,Bahamas
TX0000006255,South Africa,1711404.3400243144,Offshore Transfer,2013-09-18 14:00:00,Person_9376,Real Estate,UK,False,Illegal,8,3,Bank_340,Singapore
TX0000006256,Switzerland,4985618.811622508,Offshore Transfer,2013-09-18 15:00:00,Person_3177,Finance,Singapore,False,Legal,4,2,Bank_284,Singapore
TX0000006257,China,2389004.5184514984,Cash Withdrawal,2013-09-18 16:00:00,Person_8268,Luxury Goods,South Africa,False,Illegal,10,5,Bank_141,Bahamas
TX0000006258,Switzerland,1294114.6177306098,Cash Withdrawal,2013-09-18 17:00:00,Person_4141,Oil & Gas,Brazil,False,Illegal,9,2,Bank_370,Luxembourg
TX0000006259,Singapore,2584355.111922563,Cryptocurrency,2013-09-18 18:00:00,Person_5662,Oil & Gas,UK,False,Illegal,8,9,Bank_421,Cayman Islands
TX0000006260,South Africa,70322.74009869134,Cryptocurrency,2013-09-18 19:00:00,Person_2433,Oil & Gas,India,False,Illegal,8,5,Bank_411,Singapore
TX0000006261,China,2150876.736163901,Offshore Transfer,2013-09-18 20:00:00,Person_9122,Casinos,Russia,False,Illegal,7,7,Bank_256,Panama
TX0000006262,UK,3366153.8086586846,Cash Withdrawal,2013-09-18 21:00:00,Person_3946,Arms Trade,China,False,Illegal,8,5,Bank_35,Cayman Islands
TX0000006263,India,2510214.5835363907,Cash Withdrawal,2013-09-18 22:00:00,Person_5798,Arms Trade,Singapore,False,Illegal,7,8,Bank_206,Singapore
TX0000006264,UAE,3041331.0387918265,Cryptocurrency,2013-09-18 23:00:00,Person_1156,Construction,Russia,True,Illegal,6,1,Bank_248,Switzerland
TX0000006265,USA,3360525.133483969,Cryptocurrency,2013-09-19 00:00:00,Person_8385,Finance,China,False,Legal,10,3,Bank_388,Bahamas
TX0000006266,Brazil,763415.9672244805,Offshore Transfer,2013-09-19 01:00:00,Person_2521,Luxury Goods,Brazil,False,Illegal,9,5,Bank_375,Luxembourg
TX0000006267,China,1072947.6329467774,Stocks Transfer,2013-09-19 02:00:00,Person_5634,Construction,Brazil,False,Illegal,6,2,Bank_85,Cayman Islands
TX0000006268,South Africa,1010471.9100402577,Property Purchase,2013-09-19 03:00:00,Person_8741,Finance,Switzerland,False,Illegal,8,3,Bank_283,Switzerland
TX0000006269,USA,1373554.235265337,Offshore Transfer,2013-09-19 04:00:00,Person_981,Oil & Gas,South Africa,False,Legal,3,6,Bank_221,Singapore
TX0000006270,China,2859734.124558808,Property Purchase,2013-09-19 05:00:00,Person_4395,Casinos,UK,False,Illegal,8,4,Bank_454,Cayman Islands
TX0000006271,China,3486936.4931127755,Stocks Transfer,2013-09-19 06:00:00,Person_5046,Finance,UK,True,Illegal,1,1,Bank_132,Singapore
TX0000006272,UAE,1404490.1407029426,Stocks Transfer,2013-09-19 07:00:00,Person_702,Construction,Switzerland,False,Legal,10,3,Bank_250,Switzerland
TX0000006273,Switzerland,3412961.802814316,Cryptocurrency,2013-09-19 08:00:00,Person_8873,Real Estate,Singapore,False,Illegal,8,5,Bank_208,Bahamas
TX0000006274,South Africa,2874793.4612933323,Cryptocurrency,2013-09-19 09:00:00,Person_4305,Real Estate,South Africa,True,Illegal,9,9,Bank_432,Luxembourg
TX0000006275,Switzerland,2820174.57230542,Offshore Transfer,2013-09-19 10:00:00,Person_5420,Real Estate,Switzerland,False,Illegal,8,9,Bank_46,Switzerland
TX0000006276,USA,926552.6789240683,Cash Withdrawal,2013-09-19 11:00:00,Person_5328,Real Estate,USA,False,Illegal,5,4,Bank_442,Cayman Islands
TX0000006277,China,2915222.799166069,Cryptocurrency,2013-09-19 12:00:00,Person_5400,Luxury Goods,UK,False,Illegal,8,7,Bank_319,Panama
TX0000006278,China,2550963.960532937,Cryptocurrency,2013-09-19 13:00:00,Person_5673,Real Estate,South Africa,False,Illegal,1,5,Bank_346,Singapore
TX0000006279,Switzerland,3668840.44465359,Offshore Transfer,2013-09-19 14:00:00,Person_8805,Casinos,Brazil,False,Illegal,9,2,Bank_145,Singapore
TX0000006280,Russia,4924571.699698849,Cash Withdrawal,2013-09-19 15:00:00,Person_6400,Oil & Gas,South Africa,False,Legal,4,4,Bank_419,Singapore
TX0000006281,Switzerland,3975879.9262078097,Cryptocurrency,2013-09-19 16:00:00,Person_3550,Luxury Goods,India,False,Legal,3,0,Bank_260,Switzerland
TX0000006282,Brazil,3138042.389806794,Cash Withdrawal,2013-09-19 17:00:00,Person_6210,Arms Trade,UK,True,Illegal,7,0,Bank_160,Panama
TX0000006283,UK,2482148.002241813,Stocks Transfer,2013-09-19 18:00:00,Person_7445,Construction,Switzerland,False,Illegal,7,0,Bank_173,Bahamas
TX0000006284,Switzerland,866762.2487548144,Cryptocurrency,2013-09-19 19:00:00,Person_544,Construction,Russia,False,Illegal,2,2,Bank_349,Panama
TX0000006285,India,1543923.4495370137,Cash Withdrawal,2013-09-19 20:00:00,Person_1270,Construction,South Africa,True,Legal,9,9,Bank_406,Bahamas
TX0000006286,Brazil,1361788.5900330793,Offshore Transfer,2013-09-19 21:00:00,Person_4586,Oil & Gas,UK,False,Illegal,3,0,Bank_434,Switzerland
TX0000006287,USA,2417193.5393678686,Cash Withdrawal,2013-09-19 22:00:00,Person_7619,Luxury Goods,USA,False,Legal,2,7,Bank_428,Singapore
TX0000006288,Brazil,2203422.1352278874,Offshore Transfer,2013-09-19 23:00:00,Person_4597,Arms Trade,Switzerland,False,Legal,6,4,Bank_136,Switzerland
TX0000006289,Brazil,4428037.966657437,Cash Withdrawal,2013-09-20 00:00:00,Person_7588,Finance,Brazil,False,Illegal,4,2,Bank_491,Luxembourg
TX0000006290,USA,4339322.796915853,Cryptocurrency,2013-09-20 01:00:00,Person_461,Real Estate,Brazil,False,Illegal,1,8,Bank_60,Cayman Islands
TX0000006291,Switzerland,1775645.5339263743,Offshore Transfer,2013-09-20 02:00:00,Person_4774,Finance,Brazil,True,Illegal,3,1,Bank_50,Bahamas
TX0000006292,Singapore,4236504.900728542,Cryptocurrency,2013-09-20 03:00:00,Person_9495,Oil & Gas,UK,False,Illegal,9,4,Bank_420,Panama
TX0000006293,Singapore,2717998.3721902715,Stocks Transfer,2013-09-20 04:00:00,Person_3745,Construction,South Africa,False,Illegal,6,4,Bank_13,Panama
TX0000006294,India,4401537.55849043,Property Purchase,2013-09-20 05:00:00,Person_3741,Arms Trade,Russia,False,Legal,8,8,Bank_439,Switzerland
TX0000006295,China,4960430.863856165,Cash Withdrawal,2013-09-20 06:00:00,Person_2059,Real Estate,USA,False,Illegal,9,6,Bank_143,Bahamas
TX0000006296,UAE,4416375.256766671,Cryptocurrency,2013-09-20 07:00:00,Person_8080,Luxury Goods,Switzerland,False,Illegal,10,6,Bank_299,Switzerland
TX0000006297,Russia,656740.1669659938,Stocks Transfer,2013-09-20 08:00:00,Person_986,Construction,Singapore,False,Illegal,3,4,Bank_49,Switzerland
TX0000006298,UK,2815083.8033634685,Offshore Transfer,2013-09-20 09:00:00,Person_347,Oil & Gas,Singapore,False,Illegal,5,1,Bank_417,Switzerland
TX0000006299,UAE,2154711.696006327,Stocks Transfer,2013-09-20 10:00:00,Person_2684,Oil & Gas,Singapore,False,Illegal,10,3,Bank_103,Bahamas
TX0000006300,China,144909.17776800966,Property Purchase,2013-09-20 11:00:00,Person_8085,Finance,UK,False,Illegal,10,8,Bank_333,Panama
TX0000006301,Brazil,3035031.0887902053,Cryptocurrency,2013-09-20 12:00:00,Person_419,Arms Trade,South Africa,True,Illegal,6,7,Bank_253,Luxembourg
TX0000006302,Brazil,1763965.9840021958,Cryptocurrency,2013-09-20 13:00:00,Person_9069,Luxury Goods,Switzerland,True,Legal,1,3,Bank_213,Singapore
TX0000006303,India,4355171.680079691,Cash Withdrawal,2013-09-20 14:00:00,Person_6019,Arms Trade,Singapore,True,Illegal,9,2,Bank_28,Panama
TX0000006304,China,2633182.008723316,Cryptocurrency,2013-09-20 15:00:00,Person_5548,Real Estate,Brazil,True,Legal,3,0,Bank_52,Singapore
TX0000006305,UK,1540597.391182363,Cryptocurrency,2013-09-20 16:00:00,Person_7,Arms Trade,Brazil,False,Illegal,7,7,Bank_160,Panama
TX0000006306,India,2268649.8258962124,Property Purchase,2013-09-20 17:00:00,Person_9570,Real Estate,USA,False,Legal,5,2,Bank_25,Bahamas
TX0000006307,China,4681725.158405222,Property Purchase,2013-09-20 18:00:00,Person_3539,Casinos,UAE,False,Illegal,10,2,Bank_182,Switzerland
TX0000006308,Brazil,4543574.961268592,Stocks Transfer,2013-09-20 19:00:00,Person_5996,Arms Trade,Russia,False,Illegal,3,3,Bank_450,Panama
TX0000006309,China,4338597.051835733,Property Purchase,2013-09-20 20:00:00,Person_2659,Arms Trade,USA,False,Illegal,1,2,Bank_30,Luxembourg
TX0000006310,USA,2953668.157051133,Offshore Transfer,2013-09-20 21:00:00,Person_9506,Construction,South Africa,False,Illegal,4,9,Bank_98,Panama
TX0000006311,Russia,152754.8948810413,Property Purchase,2013-09-20 22:00:00,Person_7060,Real Estate,Switzerland,False,Illegal,7,2,Bank_72,Cayman Islands
TX0000006312,India,4868272.053893027,Cryptocurrency,2013-09-20 23:00:00,Person_5665,Construction,China,False,Legal,8,4,Bank_66,Cayman Islands
TX0000006313,USA,4303198.65161809,Stocks Transfer,2013-09-21 00:00:00,Person_2528,Real Estate,Switzerland,False,Legal,4,4,Bank_86,Luxembourg
TX0000006314,India,903531.7016975175,Property Purchase,2013-09-21 01:00:00,Person_8372,Arms Trade,Switzerland,False,Illegal,2,5,Bank_297,Switzerland
TX0000006315,USA,3292587.4229894965,Cash Withdrawal,2013-09-21 02:00:00,Person_9609,Casinos,UAE,False,Illegal,4,1,Bank_294,Bahamas
TX0000006316,Switzerland,703720.4562290923,Cash Withdrawal,2013-09-21 03:00:00,Person_470,Finance,Russia,False,Illegal,1,7,Bank_263,Cayman Islands
TX0000006317,India,933491.8742816441,Offshore Transfer,2013-09-21 04:00:00,Person_3909,Casinos,South Africa,True,Illegal,9,4,Bank_232,Luxembourg
TX0000006318,Switzerland,2780397.0907238387,Cash Withdrawal,2013-09-21 05:00:00,Person_8170,Casinos,China,True,Illegal,6,5,Bank_114,Bahamas
TX0000006319,Switzerland,1491636.3790384177,Property Purchase,2013-09-21 06:00:00,Person_5386,Construction,USA,False,Illegal,1,9,Bank_348,Luxembourg
TX0000006320,Switzerland,4145557.0874446626,Property Purchase,2013-09-21 07:00:00,Person_1137,Oil & Gas,Switzerland,True,Illegal,3,0,Bank_54,Switzerland
TX0000006321,UK,1077141.086800718,Property Purchase,2013-09-21 08:00:00,Person_1826,Oil & Gas,Singapore,False,Legal,6,6,Bank_449,Bahamas
TX0000006322,India,626124.2141766753,Cash Withdrawal,2013-09-21 09:00:00,Person_5620,Arms Trade,India,True,Illegal,10,4,Bank_267,Cayman Islands
TX0000006323,USA,4632382.158572206,Cryptocurrency,2013-09-21 10:00:00,Person_1451,Casinos,Brazil,True,Illegal,10,8,Bank_289,Bahamas
TX0000006324,China,4997299.663946778,Stocks Transfer,2013-09-21 11:00:00,Person_534,Finance,India,False,Legal,2,8,Bank_364,Singapore
TX0000006325,UAE,2463384.4213141673,Cash Withdrawal,2013-09-21 12:00:00,Person_9744,Arms Trade,China,False,Illegal,8,8,Bank_255,Switzerland
TX0000006326,China,1535255.812994909,Offshore Transfer,2013-09-21 13:00:00,Person_7677,Luxury Goods,Switzerland,False,Illegal,9,8,Bank_128,Cayman Islands
TX0000006327,USA,3876189.774138764,Stocks Transfer,2013-09-21 14:00:00,Person_7029,Luxury Goods,USA,True,Illegal,2,8,Bank_457,Singapore
TX0000006328,China,2570448.571417822,Property Purchase,2013-09-21 15:00:00,Person_9173,Finance,UK,False,Legal,8,3,Bank_86,Bahamas
TX0000006329,Russia,4537694.2525462285,Stocks Transfer,2013-09-21 16:00:00,Person_6568,Real Estate,UK,False,Legal,4,2,Bank_304,Bahamas
TX0000006330,USA,4266323.074297594,Stocks Transfer,2013-09-21 17:00:00,Person_9956,Finance,India,False,Illegal,6,8,Bank_145,Cayman Islands
